protein_id,accession,selected_identity_percent,selected_query_coverage_percent,selected_evalue,selected_bit_score,quality_tier,exact_identity100_coverage100,status,pdb_file,pdbUrl,latestVersion,uniprotId,uniprotDescription,organismScientificName,isReviewed,globalMetricValue,error_message
f246898877d7762515f5d5a8a2bca06b MCSG-APC103311 A-0,A0A979G0S6,100.0,100.0,0.0,576.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A979G0S6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A979G0S6-F1-model_v6.pdb,6,A0A979G0S6_CHIPD,O-methyltransferase involved in polyketide biosynthesis,Chitinophaga pinensis (strain ATCC 43595 / DSM 2588 / LMG 13176 / NBRC 15968 / NCIMB 11800 / UQM 2034),False,91.69,
bd12dc2059c484467d87ea5294cb6ae8 4DQ5_1 A-1,Q283U5,100.0,100.0,1.9e-122,353.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\Q283U5.pdb,,,,,,,,AFDB API returned HTTP 404
ecd5f29e40fa2b4a695db465e94d4b77 SSGCID-PlbeA.18601.a A-0,Q8WP96,96.618,100.0,7.88e-131,400.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q8WP96.pdb,https://alphafold.ebi.ac.uk/files/AF-Q8WP96-F1-model_v6.pdb,6,Q8WP96_PLABE,glutamate--cysteine ligase,Plasmodium berghei,False,75.25,
26aad46b7869f63e43fbde3fa8aaa0ca SECSG-T05G5.8 A-0,G0MKA1,93.317,100.0,0.0,1564.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\G0MKA1.pdb,https://alphafold.ebi.ac.uk/files/AF-G0MKA1-F1-model_v6.pdb,6,G0MKA1_CAEBE,Vacuolar protein sorting-associated protein 53 homolog,Caenorhabditis brenneri,False,78.94,
f4de6f2cfb4bf6abbe4b0bca647635ff SSGCID-LeinA.19528.a A-0,A0A6J8F6T5,100.0,100.0,2.2e-97,312.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6J8F6T5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6J8F6T5-F1-model_v6.pdb,6,A0A6J8F6T5_LEIDO,Bifunctional helicase and thymine dioxygenase JBP2,Leishmania donovani,False,74.75,
c9ed83b0203b382fbd48e4f59c1336bf NESG-HR3478F A-0,A0A7K6TRH5,100.0,100.0,7.08e-152,468.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A7K6TRH5.pdb,,,,,,,,AFDB API returned HTTP 404
3ac2f257ac90b586093fec4213ced1fb 3W20_1 A-1,Q0B2N4,100.0,100.0,0.0,570.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q0B2N4.pdb,https://alphafold.ebi.ac.uk/files/AF-Q0B2N4-F1-model_v6.pdb,6,Q0B2N4_BURCM,Prolyl 4-hydroxylase alpha subunit Fe(2+) 2OG dioxygenase domain-containing protein,Burkholderia ambifaria (strain ATCC BAA-244 / DSM 16087 / CCUG 44356 / LMG 19182 / AMMD),False,86.94,
ee0b9571ff00ecc801b4692b9311460f MCSG-APC104080 A-0,C7MTN0,100.0,100.0,0.0,1142.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\C7MTN0.pdb,https://alphafold.ebi.ac.uk/files/AF-C7MTN0-F1-model_v6.pdb,6,C7MTN0_SACVD,"CRISPR-associated protein, Cse1 family",Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / CCUG 5913 / NBRC 12207 / NCIMB 9602 / P101),False,90.0,
5772b8d25a7640668c47850f81314a1b SECSG-M04F3.5 A-0,A0A1C3NSH3,100.0,100.0,0.0,1357.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1C3NSH3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1C3NSH3-F1-model_v6.pdb,6,A0A1C3NSH3_CAEEL,IMD domain-containing protein,Caenorhabditis elegans,False,57.53,
77c4ede78fb2f801aa8580bf40077336 JCSG-392121 A-1,A0A850LPU5,100.0,100.0,1.17e-64,199.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A850LPU5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A850LPU5-F1-model_v6.pdb,6,A0A850LPU5_9RHOB,HTH marR-type domain-containing protein,Ruegeria pomeroyi,False,90.19,
3c15a7dd62f2aef86ea07a8ce0a6ceee MCSG-APC35943 A-0,U2XZF8,99.252,100.0,0.0,798.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\U2XZF8.pdb,https://alphafold.ebi.ac.uk/files/AF-U2XZF8-F1-model_v6.pdb,6,U2XZF8_GEOKU,Lipoprotein,Geobacillus kaustophilus GBlys,False,87.44,
7b38d11d5f8cde4c12f19a75fddc42c5 JCSG-392467 A-0,A0A0G9H0J3,100.0,100.0,4.09e-60,187.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0G9H0J3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0G9H0J3-F1-model_v6.pdb,6,A0A0G9H0J3_LACPN,DUF2089 family protein,Lactiplantibacillus plantarum,False,87.94,
90b89f26698d5913a6d6324de8e217f6 SECSG-K02D10.4 A-0,A0A260YPJ0,82.096,100.88105726872247,2.59e-123,359.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A260YPJ0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A260YPJ0-F1-model_v6.pdb,6,A0A260YPJ0_CAERE,Uncharacterized protein,Caenorhabditis remanei,False,64.38,
3013a9064697ba153b3352394e0e5346 SGPP-Tcru008373AAA A-0,Q4DA43,100.0,100.0,5.04e-162,455.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4DA43.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4DA43-F1-model_v6.pdb,6,Q4DA43_TRYCC,Uncharacterized protein,Trypanosoma cruzi (strain CL Brener),False,65.19,
998c564373b529f703ccfa8158888f8d SSGCID-BobuA.18983.a A-1,O50923,100.0,100.0,9.75e-134,382.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O50923.pdb,https://alphafold.ebi.ac.uk/files/AF-O50923-F1-model_v6.pdb,6,O50923_BORBU,Uncharacterized protein,Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31),False,81.62,
9d0ef5284ff76cb92a3b88840da33442 MCSG-APC41004.0 A-1,A0A7U9DRU6,100.0,100.0,2.91e-84,251.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A7U9DRU6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A7U9DRU6-F1-model_v6.pdb,6,A0A7U9DRU6_STRLI,Anti sigma factor antagonist,Streptomyces lividans 1326,False,87.06,
e692e71384fa3f10ad21b88f05a9ce48 SECSG-Y48C3A.4 A-0,Q9NAG7,100.0,100.0,0.0,928.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9NAG7.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9NAG7-F1-model_v6.pdb,6,Q9NAG7_CAEEL,C2H2-type domain-containing protein,Caenorhabditis elegans,False,56.91,
a40023d59c44619602d0df66abba4c91 MCSG-APC108052 A-1,A0AAN5Q1Z3,98.246,100.0,0.0,1154.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAN5Q1Z3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAN5Q1Z3-F1-model_v6.pdb,6,A0AAN5Q1Z3_LEGPN,T4SS effector phosphocholine hydrolase Lem3,Legionella pneumophila,False,84.56,
cb6d572b178fd85691cca3f458486413 JCSG-383081 A-0,A9WK99,100.0,100.0,0.0,562.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A9WK99.pdb,https://alphafold.ebi.ac.uk/files/AF-A9WK99-F1-model_v6.pdb,6,A9WK99_CHLAA,DUF1641 domain-containing protein,Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl),False,63.06,
37b27f4ae7a6d9c1b3ffcabc1a472f0f MCSG-APC36135 A-0,A0A7U9P9S9,93.939,100.0,1.02e-59,187.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A7U9P9S9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A7U9P9S9-F1-model_v6.pdb,6,A0A7U9P9S9_GEOTM,YwdI family protein,Geobacillus thermopakistaniensis (strain MAS1),False,70.56,
b9e17497bea66462474044962e163947 JCSG-392835 A-1,Q4FRA1,100.0,100.0,3.73e-73,221.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4FRA1.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4FRA1-F1-model_v6.pdb,6,Q4FRA1_PSYA2,CopG family transcriptional regulator,Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4),False,72.56,
3f39fbaec1991142af9f2172c04e6591 SSGCID-BobuA.18962.a A-1,A0A0H3C274,100.0,100.0,2.28e-112,325.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3C274.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3C274-F1-model_v6.pdb,6,A0A0H3C274_BORBZ,Uncharacterized protein,Borreliella burgdorferi (strain ZS7),False,81.69,
3a8d30937ac9a7698d8b2dff223250d6 NYSGRC-030571 A-1,Q9KFY9,99.782,100.0,0.0,947.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9KFY9.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9KFY9-F1-model_v6.pdb,6,Q9KFY9_HALH5,BH0327 protein,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125),False,85.94,
a32927874f3d5efcda773eedd6360d1f MCSG-APC83864 A-1,A0A0H5DLT7,100.0,100.0,3.53e-121,348.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H5DLT7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H5DLT7-F1-model_v6.pdb,6,A0A0H5DLT7_NEIMI,Uncharacterized protein,Neisseria meningitidis serogroup B,False,87.56,
5addc2a62de87bb5b9097cf9df1d1507 MCSG-APC41665.0 A-1,B5M9R3,100.0,100.0,5.49e-68,208.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\B5M9R3.pdb,,,,,,,,AFDB API returned HTTP 404
fe3f7267f431686835c01dbddbd79784 MCSG-APC109654 A-0,A0A1S9SZ71,99.099,100.0,5.16e-76,229.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1S9SZ71.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1S9SZ71-F1-model_v6.pdb,6,A0A1S9SZ71_BACMY,Cupin,Bacillus mycoides,False,90.88,
21483dfd4c019c8bdbc9a3e0f44107dd 5EUR_1 A-1,A0A3X8ZN14,100.0,100.0,5.47e-95,279.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A3X8ZN14.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A3X8ZN14-F1-model_v6.pdb,6,A0A3X8ZN14_SALET,DUF6971 domain-containing protein,Salmonella enterica I,False,82.38,
daab837940441a4ccd3ba4d53ed3e09f 6OV6_1 A-1,G2EBB4,100.0,100.0,0.0,566.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\G2EBB4.pdb,https://alphafold.ebi.ac.uk/files/AF-G2EBB4-F1-model_v6.pdb,6,G2EBB4_9FLAO,Tail fiber protein,Bizionia argentinensis JUB59,False,83.19,
5d66805e88d0b4f20b4e8629baf3eb2e MCSG-APC91261.1 A-1,A0AAW8PXJ9,100.0,100.0,1.33e-90,273.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAW8PXJ9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAW8PXJ9-F1-model_v6.pdb,6,A0AAW8PXJ9_VIBPH,Type II secretion system F family protein,Vibrio parahaemolyticus,False,74.38,
d82d96fb88ef2c62a4ec18ede5fca7f3 MCSG-APC104083 A-0,B2ITK2,100.0,100.0,0.0,1563.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B2ITK2.pdb,https://alphafold.ebi.ac.uk/files/AF-B2ITK2-F1-model_v6.pdb,6,B2ITK2_NOSP7,DEAD/DEAH box helicase domain protein,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),False,89.38,
e72a95f46b9e416e4d0d3254bd31934c JCSG-360 A-0,Q22231,97.674,96.62921348314607,3.68e-54,179.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q22231.pdb,https://alphafold.ebi.ac.uk/files/AF-Q22231-F1-model_v6.pdb,6,Q22231_CAEEL,Uncharacterized protein,Caenorhabditis elegans,False,64.06,
4e822b2e798bdea4aed7268417145008 MCSG-APC27890 A-1,A0A383JXU8,100.0,100.0,7.58e-94,276.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A383JXU8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A383JXU8-F1-model_v6.pdb,6,A0A383JXU8_SHIFL,Bacteriophage protein,Shigella flexneri,False,85.62,
a9f0e428c7e8df3423c6e2b869be061e SECSG-T04G9.1 A-0,Q22173,100.0,100.0,0.0,3341.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q22173.pdb,https://alphafold.ebi.ac.uk/files/AF-Q22173-F1-model_v6.pdb,6,Q22173_CAEEL,AT hook Transcription Factor family,Caenorhabditis elegans,False,49.22,
f62b0a884ce847faa0f376be97d533c2 5KEW_1 A-1,A0A0L8RX60,100.0,98.93617021276596,6.76e-58,187.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0L8RX60.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0L8RX60-F1-model_v6.pdb,6,A0A0L8RX60_VIBPH,Transcriptional regulator,Vibrio parahaemolyticus,False,86.31,
7e7edb909a4c5a53d93725bb512ed380 SECSG-F53C11.5 A-0,Q93763,100.0,100.0,0.0,1823.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q93763.pdb,https://alphafold.ebi.ac.uk/files/AF-Q93763-F1-model_v6.pdb,6,Q93763_CAEEL,Zf-C3H1 domain-containing protein,Caenorhabditis elegans,False,52.22,
c30643775c777faf06aaff85370a375a MCSG-APC80496 A-1,A0A0H2UQI6,100.0,100.0,3.62e-116,335.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2UQI6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2UQI6-F1-model_v6.pdb,6,A0A0H2UQI6_STRPN,UDP-N-acetylenolpyruvoylglucosamine reductase,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),False,86.94,
b0bd191cbe198b0f92f3ba275a6e9bf6 JCSG-378254 A-1,Q8KC65,100.0,100.0,1.12e-77,233.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q8KC65.pdb,https://alphafold.ebi.ac.uk/files/AF-Q8KC65-F1-model_v6.pdb,6,Q8KC65_CHLTE,HTH cro/C1-type domain-containing protein,Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS),False,81.62,
2ee432939385e48ad6c7543dac12d70b SECSG-T05H4.14 A-0,A0A261BZE6,93.387,100.0,0.0,1185.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A261BZE6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A261BZE6-F1-model_v6.pdb,6,A0A261BZE6_9PELO,Uncharacterized protein,Caenorhabditis latens,False,74.81,
97b9c74973e2098fef7334b225f42948 MCSG-APC23567 A-0,A0A0D6FAT4,100.0,100.0,0.0,884.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0D6FAT4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0D6FAT4-F1-model_v6.pdb,6,A0A0D6FAT4_SALTM,DUF1963 domain-containing protein,Salmonella typhimurium,False,93.12,
8d40753ef38290ae7b7c8ac423196c68 MCSG-APC108129 A-1,A0A2S6F6S2,100.0,100.0,0.0,511.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2S6F6S2.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2S6F6S2-F1-model_v6.pdb,6,A0A2S6F6S2_LEGPN,Uncharacterized protein,Legionella pneumophila,False,85.0,
463cba2bc2ba70f31bc9d48be587dbee JCSG-370164 A-0,A0A2Z5PIB0,100.0,100.0,3.4e-153,432.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2Z5PIB0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2Z5PIB0-F1-model_v6.pdb,6,A0A2Z5PIB0_METMI,HTH cro/C1-type domain-containing protein,Methanococcus maripaludis KA1,False,88.69,
d3f2a00000c295cbffc2781dbe067362 MCSG-APC83908 A-0,I4E638,100.0,100.0,1.55e-154,435.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\I4E638.pdb,https://alphafold.ebi.ac.uk/files/AF-I4E638-F1-model_v6.pdb,6,I4E638_NEIME,Uncharacterized protein,Neisseria meningitidis alpha522,False,82.69,
72eb75b3fb558bcfd35ac8d7fe5ea16c JCSG-376472 A-0,Q4FUI6,100.0,100.0,1.08e-75,228.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4FUI6.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4FUI6-F1-model_v6.pdb,6,Q4FUI6_PSYA2,Possible phage head-tail adaptor protein,Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4),False,81.44,
578346f6509b7fc7c701451e0e11f0c0 MCSG-APC23236 A-0,A0A389UHA8,100.0,100.0,1.61e-127,364.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A389UHA8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A389UHA8-F1-model_v6.pdb,6,A0A389UHA8_STAAU,dUTPase,Staphylococcus aureus,False,91.75,
9e65533624f455ff7472c0439b54ca46 SECSG-F48B9.1 A-0,Q20558,90.909,100.0,0.0,976.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q20558.pdb,https://alphafold.ebi.ac.uk/files/AF-Q20558-F1-model_v6.pdb,6,Q20558_CAEEL,C2 domain-containing protein,Caenorhabditis elegans,False,41.31,
4848848c09e65963aa9295be4904047f MCSG-APC103099 A-1,C5C4A4,100.0,100.0,0.0,508.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\C5C4A4.pdb,https://alphafold.ebi.ac.uk/files/AF-C5C4A4-F1-model_v6.pdb,6,C5C4A4_BEUC1,GCN5-related protein N-acetyltransferase,Beutenbergia cavernae (strain ATCC BAA-8 / DSM 12333 / CCUG 43141 / JCM 11478 / NBRC 16432 / NCIMB 13614 / HKI 0122),False,92.31,
cabb83a4d9e2e8cbb804efbb9c1488bf BSGI-Z0258_ECO57 A-1,Q8X7U8,100.0,100.0,0.0,893.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q8X7U8.pdb,https://alphafold.ebi.ac.uk/files/AF-Q8X7U8-F1-model_v6.pdb,6,Q8X7U8_ECO57,Type VI secretion system FHA domain protein,Escherichia coli O157:H7,False,69.56,
39104e57c0bed89db1c79be74699f0f5 SECSG-F27D4.2 A-1,A7LPI4,100.0,100.0,0.0,577.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A7LPI4.pdb,https://alphafold.ebi.ac.uk/files/AF-A7LPI4-F1-model_v6.pdb,6,A7LPI4_CAEEL,STI1 domain-containing protein,Caenorhabditis elegans,False,60.44,
35c0d08a18c8a6c7a92647ab828d9e5b MCSG-APC65209.1 A-0,A0AAE9Y3S5,100.0,100.0,0.0,536.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAE9Y3S5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAE9Y3S5-F1-model_v6.pdb,6,A0AAE9Y3S5_RHOPA,Class I SAM-dependent methyltransferase,Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009),False,91.56,
5924da529ccab5c1fafba7b869fe04b8 MCSG-APC40599 A-1,A0AAN5T2L5,100.0,100.0,0.0,1095.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAN5T2L5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAN5T2L5-F1-model_v6.pdb,6,A0AAN5T2L5_LEGPN,Dot/Icm T4SS effector CegC1,Legionella pneumophila,False,85.25,
5b154099ca3d617613fafa59c4f50cfa MCSG-APC100561 A-1,D5SW31,100.0,100.0,1.38e-147,417.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\D5SW31.pdb,https://alphafold.ebi.ac.uk/files/AF-D5SW31-F1-model_v6.pdb,6,D5SW31_PLAL2,Uncharacterized protein,Planctopirus limnophila (strain ATCC 43296 / DSM 3776 / IFAM 1008 / Mu 290),False,73.25,
8e475094c1a0613d967dd421cb092fa3 SECSG-T05F1.2 A-0,Q9XUR4,100.0,100.0,0.0,1209.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9XUR4.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9XUR4-F1-model_v6.pdb,6,Q9XUR4_CAEEL,F-box associated domain-containing protein,Caenorhabditis elegans,False,57.72,
86c0281c5cbd3bef5b1f4011bd4e8f29 MCSG-APC65895.0 A-1,A0A060CUJ3,99.099,100.0,1.95e-161,462.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A060CUJ3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A060CUJ3-F1-model_v6.pdb,6,A0A060CUJ3_HELPX,Uncharacterized protein,Helicobacter pylori,False,57.94,
2b2be9f8de327aba5e7bda5847bc831f MCSG-APC20554 A-1,A0A6N4SUV2,100.0,100.0,1.09e-75,228.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6N4SUV2.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6N4SUV2-F1-model_v6.pdb,6,A0A6N4SUV2_CYTH3,DNA-directed RNA polymerase,Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465),False,81.94,
f61e962e37c4c3ff04f97afb07e8cdd8 SECSG-F08G5.1 A-0,D4PH99,100.0,100.0,0.0,725.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\D4PH99.pdb,https://alphafold.ebi.ac.uk/files/AF-D4PH99-F1-model_v6.pdb,6,D4PH99_CAEEL,Double-Strand Break factor,Caenorhabditis elegans,False,49.78,
ba437453f32159aaeeb39fc6dc422ca5 6GW6_2 A-1,A0A179RFM7,100.0,100.0,1.45e-104,304.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A179RFM7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A179RFM7-F1-model_v6.pdb,6,A0A179RFM7_PSEPU,Antitoxin,Pseudomonas putida,False,94.94,
6e32ea813b5923c37e6cec5e690d6606 MCSG-APC108065 A-1,A0AAN5T076,100.0,100.0,0.0,507.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAN5T076.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAN5T076-F1-model_v6.pdb,6,A0AAN5T076_LEGPN,Dot/Icm T4SS effector RavK,Legionella pneumophila,False,76.0,
d37a4b4898c2a659d579856b823ff972 JCSG-419667 A-1,C4ZHY1,100.0,84.15841584158416,2.41e-53,174.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\C4ZHY1.pdb,https://alphafold.ebi.ac.uk/files/AF-C4ZHY1-F1-model_v6.pdb,6,C4ZHY1_AGARV,Uncharacterized protein,Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990),False,86.94,
38d7c84b5aa0d4d4a983bd5975def2db MCSG-APC84405 A-1,A0A0H3LVS7,100.0,100.0,1.31e-140,399.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3LVS7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3LVS7-F1-model_v6.pdb,6,A0A0H3LVS7_BARHE,Phage protein gp13,Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston 1),False,75.56,
b8cb8b11b53cac4690a1691542310446 SGPP-Pkno004674AAA A-1,A0A1Y3DP62,100.0,100.0,4.07e-144,409.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1Y3DP62.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1Y3DP62-F1-model_v6.pdb,6,A0A1Y3DP62_PLAKN,Uncharacterized protein,Plasmodium knowlesi,False,78.06,
ee04da70c6d698902b2437cd3ab83695 JCSG-353976 A-1,Q9RS46,100.0,100.0,2.8e-113,327.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9RS46.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9RS46-F1-model_v6.pdb,6,Q9RS46_DEIRA,DRBM domain-containing protein,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),False,75.62,
e22b39c0867612d0348186fc45d48070 MCSG-APC6381 A-1,A0A6C1DY88,100.0,100.0,1.54e-80,241.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6C1DY88.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6C1DY88-F1-model_v6.pdb,6,A0A6C1DY88_SACPS,Stationary phase protein 4,Saccharomyces pastorianus,False,64.69,
bd2f892a552d712b3941cf9d12d098d4 MCSG-APC108192 A-1,A0AAN5PGQ9,100.0,100.0,0.0,579.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAN5PGQ9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAN5PGQ9-F1-model_v6.pdb,6,A0AAN5PGQ9_LEGPN,Lpg2541 family Dot/Icm T4SS effector,Legionella pneumophila,False,81.44,
